gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,0,1,1,-0.7888002190384014,1,0,-0.6634456129852487,-0.7590703456218785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1,0,0,0,-0.5851984004382496,1,1,0.572931355138347,-0.37689564237245793,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,1
0,0,1,0,0.18848851024232702,0,0,-0.6435040489832552,-0.30293132606681256,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0
1,0,0,1,-1.1145631287986442,1,0,-1.4760643460664828,-0.951955517639941,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
1,0,0,0,-0.8702409464784621,1,0,0.3386179781149237,-0.6459951635810975,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,1,1.2879383306831464,1,1,1.1429277261953275,1.7168481936401683,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,0
1,0,0,0,-1.2774445836787656,1,0,-0.30615925794953225,-0.9812721225818445,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0
1,1,1,0,0.18848851024232702,1,1,0.9219087251732329,0.5266249158031852,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,1,1,0.6364125111626608,1,1,1.3456669602155942,1.199031802062858,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0
1,1,1,0,-0.5037576729981889,1,1,0.9900424021800438,-0.16768670236567554,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,0,0,-0.2594354906780068,1,1,0.1574821050968162,-0.21162852105963495,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0,0,0,0,-0.0965540357978854,1,0,-1.5076384890696393,-0.7505555152926273,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,0,0,1.4915401492832983,1,1,0.07106866108817798,1.0139114494124029,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,0
1,0,1,1,1.247217966963116,1,1,0.8188773111629334,1.46380773066908,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
1,0,1,0,-1.1145631287986442,1,0,-1.5093002860698053,-0.950168726819554,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
1,0,1,0,0.26992923768238775,1,1,-1.4727407520661506,-0.6572453280057557,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1,0,0,1,-1.1552834925186746,1,1,1.2276793732037996,-0.8449466007301032,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,0,1,0,1.125056875803025,1,0,1.2093996062019723,1.6710534066880298,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,0
1,0,1,1,-0.5444780367182193,1,0,1.2808568772091153,-0.11781097341635724,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,1
0,0,1,0,-0.8702409464784621,1,1,1.2376501552047963,-0.5004709778762533,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,1,0,0,-0.055833672077855064,1,1,1.1695164781979852,0.4001157138906064,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,0,0,0,-0.0965540357978854,1,1,0.6493740171459885,0.07008883162136646,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0
1,0,0,0,0.8400143297628127,1,0,-1.3348116010523623,-0.4415068808034855,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,0,0,-1.1145631287986442,1,1,0.8172155141627669,-0.8020856801867483,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,1
1,1,0,0,0.758573602322752,1,1,0.4931650991303729,0.7477899129044081,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,0,1,0,1.5729808767233588,1,0,0.8155537171626008,1.8127834192927932,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,0,1,1.1657772395230555,1,1,-1.3215172250510334,-0.34473340760549376,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
1,1,0,0,-0.9924020376385531,1,1,0.3236618051134285,-0.7381803344255032,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,1,0,-0.9109613101984924,1,1,-0.32610082195152557,-0.754812930457253,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
0,0,1,0,-0.8295205827584317,0,1,-0.49560411596847015,-0.7335037954881942,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
1,0,1,0,1.369379058123207,1,0,-0.030300955921955676,0.8756888410106214,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0
1,0,0,0,-0.3408762181180675,1,0,-0.143303151933252,-0.37014554371766295,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0
0,0,1,1,-1.1552834925186746,1,0,-0.27458511494637583,-0.902057729544692,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1
0,0,0,0,-1.1552834925186746,1,1,0.8039211381614382,-0.8490716610191446,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1
0,0,0,1,0.10704778280226633,1,0,-0.304497460949366,-0.11615653747155455,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0
0,1,0,0,0.5142514200025698,1,1,0.6959043331506402,0.661053351104886,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0
1,0,0,0,1.3286586944031769,1,1,1.503537675231376,2.1436706082533306,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0
0,0,1,1,-0.748079855318371,1,1,0.5363718211346925,-0.49718416513257857,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,0,1,1,1.1657772395230555,0,1,-0.467353566965646,0.3569239061582909,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,0
1,0,1,1,1.4508197855632678,1,0,0.5180920541328647,1.3656445312774539,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0
0,0,1,1,-0.38159658183809786,1,1,-0.23304018994222275,-0.43980832656682145,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0
0,0,0,0,0.9214550572028734,1,1,0.5579751821368518,0.983734537779202,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0
1,0,1,1,1.4915401492832983,1,0,-1.3397969920528607,-0.24773934294819486,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,1,0,-1.0331224013585834,1,0,0.5480044001358552,-0.7498496226228448,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0
0,0,1,1,1.6137012404433893,1,0,0.4748853321285456,1.5225071179906793,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
0,0,1,1,1.1657772395230555,1,1,-0.5005895069689685,0.30073926147279173,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,1,1,0,1.2879383306831464,1,0,0.5164302571326987,1.207943697018862,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
0,1,1,0,-0.015113308357824713,1,1,0.9451738831755587,0.28732730074692453,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,0,0,-1.2774445836787656,1,1,0.4915033021302069,-0.9706837325351073,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
1,0,0,0,-1.1960038562387048,1,1,0.5829021371393436,-0.9111902159600027,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
1,0,0,1,-1.1960038562387048,1,0,-1.481049737066981,-0.9834559780289841,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
0,0,1,0,1.6137012404433893,1,1,0.6526976111463211,1.683869770473768,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,0,1,-0.2594354906780068,0,1,-1.1619847130350858,-0.658789468220905,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
1,0,0,0,0.26992923768238775,1,1,1.1861344481996465,0.6714652679841775,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,0
0,0,0,0,-1.2774445836787656,1,0,-1.502653098069141,-0.9971547076519502,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,0,0,-1.2774445836787656,1,1,-1.504314895069307,-0.997176766797881,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,1,1,0.9621754209229036,1,0,0.8022593411612722,1.1860169059637438,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,0
0,1,1,0,0.43281069256250915,1,1,1.422109622223236,0.9944994009933846,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,1
0,0,0,1,-1.2774445836787656,1,0,-1.3082228490497045,-0.9945737875780581,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,0,0,-0.13727439951791576,1,0,0.20401242110146783,-0.13903187180169307,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,0
1,0,0,0,-1.2367242199587352,1,1,0.572931355138347,-0.9243154077887707,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,1.4508197855632678,1,0,0.4931650991303729,1.4037186171538465,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,0
1,0,1,1,1.4100994218432374,1,1,0.8238627021634315,1.805923024908345,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,0,1,1,-0.5444780367182193,1,1,-1.3248408190513656,-0.799438582675064,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1,0,1,1,1.369379058123207,0,1,-0.2662761299455452,0.6303029016774868,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,0
0,0,1,0,-1.1552834925186746,0,1,-1.1869116680375775,-0.9486025274584742,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,1,1,-0.9516816739185228,1,0,-1.4960059100684764,-0.9128446519048055,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,1,1,0,0.8400143297628127,1,1,1.2991366442109427,1.4143290663465145,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,1
0,0,0,0,-0.38159658183809786,1,1,-1.504314895069307,-0.7983356253785289,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,1,0,0.7178532386027215,1,0,1.4553455622265583,1.4695651677569934,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,1
1,0,0,0,-1.2367242199587352,1,0,0.3386179781149237,-0.938830325811173,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,1,0,1.0843365120829946,1,0,-1.4760643460664828,-0.4468010758268541,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
1,0,1,1,1.247217966963116,1,0,0.6227852651433307,1.392049328956505,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,0
0,0,1,0,-0.30015585439803716,1,1,0.2089978121019659,-0.19501798417381594,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0
0,0,0,0,-0.748079855318371,1,1,0.5214156481331973,-0.5328317449565938,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
1,0,1,0,1.3286586944031769,1,0,0.07605405208867606,0.8955200132023228,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,0
1,1,1,0,1.4915401492832983,0,0,-0.2729233179462098,0.7380618295489685,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,0
0,0,1,1,-0.46303730927815856,1,1,0.3087056321119333,-0.3150197380368374,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1,0,1,1,0.43281069256250915,1,1,0.8803638001690798,0.7650401650222176,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,0
1,1,1,0,1.5729808767233588,1,1,0.9052907551715716,1.8994979219463848,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,0
1,0,0,1,-0.5444780367182193,0,1,-1.3098846460498705,-0.7560261834834415,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,0,0,0,0.3106496014024181,1,0,-1.4993295040688086,-0.6394877155315403,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,0,0,-0.9516816739185228,1,1,0.6161380771426661,-0.6513775951881889,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
1,0,0,0,1.0436161483629645,1,1,1.2791950802089493,1.6491045564869808,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,1
0,0,0,0,-1.2774445836787656,1,0,-1.491020519067978,-0.9970002936304354,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
1,0,1,1,0.5956921474426305,1,1,1.6182016682428386,1.3403426908949383,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,0
0,0,1,0,1.0436161483629645,1,1,0.6493740171459885,1.1632518673632586,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,0
1,0,0,0,0.3106496014024181,1,1,1.259253516206956,0.8066657733934529,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,0
0,0,0,0,0.35136996512244845,1,1,0.12756975909382579,0.2635254822876967,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,0
1,0,1,0,1.4100994218432374,1,1,1.2010906212011416,1.9647709347553333,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,0
1,1,0,0,0.06632741908223598,1,1,1.1661928841976528,0.46916084065370517,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0
1,0,0,0,-1.1960038562387048,1,1,-1.517609271070636,-0.9823750798783796,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,1,1,0,1.125056875803025,1,1,1.7046151122514768,2.0498089423181916,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,1,0,0,-0.9924020376385531,1,1,0.9086143491719036,-0.6837383622685295,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
1,0,1,1,-0.7073594915983407,1,1,0.33695618111475767,-0.5172800470754485,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1,0,0,0,1.4508197855632678,1,1,1.2409737492051283,2.148391265482501,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0
1,1,1,0,1.5729808767233588,1,0,-1.3065610520495383,-0.216216823413221,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,0,0,1.0436161483629645,1,1,0.4998122871310375,0.9913890614171559,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1,1,0,0,-1.2367242199587352,1,0,-1.5142856770703037,-0.9893678291384125,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0
0,0,1,1,-0.748079855318371,1,1,0.827186296163764,-0.47267645400356817,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,1
0,0,1,0,1.5729808767233588,1,1,-1.4577845790646555,-0.347005499636356,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1,0,0,0,-0.748079855318371,1,1,1.1894580421999785,-0.38126335326673705,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,0,0,-1.0738427650786138,0,0,-0.4590445819648154,-0.8700719679451734,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,0
1,0,1,1,-0.7073594915983407,1,1,0.1574821050968162,-0.5330964547077621,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,0
1,0,1,1,1.002895784642934,1,1,1.0897502221900113,1.463962144690595,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0
0,0,0,0,1.369379058123207,1,1,-0.12003799393092641,0.7666504826751588,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0
1,1,1,0,1.4915401492832983,1,1,0.8371570781647607,1.704473012773044,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,1,0,1.4508197855632678,1,0,-0.29452667894836937,0.6922449834508995,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1,1,0,1,0.9621754209229036,1,0,0.9983513871808745,1.3167394047490868,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0
1,1,0,0,0.10704778280226633,1,1,1.1396041321949948,0.4923891213187349,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
0,0,1,1,0.43281069256250915,1,0,-0.28621769394753876,0.09686863478123939,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,0,1,0,-0.055833672077855064,1,1,0.05445069108651675,-0.11467857469419752,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,0
0,0,1,1,0.025607055362205634,1,1,-0.20977503193989694,-0.14309075465294227,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,0
1,0,0,0,-1.2774445836787656,1,1,0.15249671409631763,-0.9751837983049707,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,0.47353105628253944,1,0,1.1745018691984834,0.9258733980029695,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0
